"TestFormatRangeID","ActiveRange","TestFormatCode","PrimaryCode","ConditionalCode","ConditionalValue","Fasting","Sex","Age","AgeUnits","RangeDescription","PhoneRangeLow","PhoneRangeHigh","FlagRangeLow","FlagRangeHigh","AlertRangeLow","AlertRangeHigh","AuthorisationRangeLow","AuthorisationRangeHigh","DateValidFrom"
"826","True","CREA","True","@[018210]","TRRU","False","","14","D","(37 - 93)","","","37.0000","93.0000","","",".0000","93.0000","2018-09-17"
"827","True","CREA","False","@[018210]","TRRU","False","","11","M","(28 - 47)","","","28.0000","47.0000","","",".0000","47.0000","2018-09-17"
"828","True","CREA","False","@[018210]","TRRU","False","","3","Y","(34 - 48)","","","34.0000","48.0000","","",".0000","48.0000","2018-09-17"
"829","True","CREA","False","@[018210]","TRRU","False","","6","Y","(39 - 57)","","","39.0000","57.0000","","",".0000","57.0000","2018-09-17"
"830","True","CREA","False","@[018210]","TRRU","False","","11","Y","(46 - 61)","","","46.0000","61.0000","","",".0000","61.0000","2018-09-17"
"831","True","CREA","False","@[018210]","TRRU","False","F","15","Y","(52 - 76)","","","52.0000","76.0000","","",".0000","76.0000","2018-09-17"
"832","True","CREA","False","@[018210]","TRRU","False","M","15","Y","(58 - 92)","","","58.0000","92.0000","","",".0000","92.0000","2018-09-17"
"833","True","CREA","False","@[018210]","TRRU","False","F","16","Y","(52 - 76)","","","52.0000","76.0000","","",".0000","99999.0000","2018-09-17"
"834","True","CREA","False","@[018210]","TRRU","False","M","16","Y","(58 - 92)","","","58.0000","92.0000","","",".0000","99999.0000","2018-09-17"
"835","True","CREA","False","@[018210]","TRRU","False","F","18","Y","(53 - 78)","","","53.0000","78.0000","","",".0000","99999.0000","2018-09-17"
"836","True","CREA","False","@[018210]","TRRU","False","M","18","Y","(61 - 97)","","","61.0000","97.0000","","",".0000","99999.0000","2018-09-17"
"837","True","CREA","False","@[018210]","TRRU","False","M","120","Y","(63.6 - 110.5)","","","63.6000","110.5000","","",".0000","99999.0000","2018-09-17"
"838","True","CREA","False","@[018210]","TRRU","False","F","120","Y","(50.4 - 98.1)","","","50.4000","98.1000","","",".0000","99999.0000","2018-09-17"
"839","True","CREA","False","@[018210]","BHDC","False","","14","D","(37 - 93)","","","37.0000","93.0000","","",".0000","93.0000","2018-09-17"
"840","True","CREA","False","@[018210]","BHDC","False","","11","M","(28 - 47)","","","28.0000","47.0000","","",".0000","47.0000","2018-09-17"
"841","True","CREA","False","@[018210]","BHDC","False","","3","Y","(34 - 48)","","","34.0000","48.0000","","",".0000","48.0000","2018-09-17"
"842","True","CREA","False","@[018210]","BHDC","False","","6","Y","(39 - 57)","","","39.0000","57.0000","","",".0000","57.0000","2018-09-17"
"843","True","CREA","False","@[018210]","BHDC","False","","11","Y","(46 - 61)","","","46.0000","61.0000","","",".0000","61.0000","2018-09-17"
"844","True","CREA","False","@[018210]","BHDC","False","F","15","Y","(52 - 76)","","","52.0000","76.0000","","",".0000","76.0000","2018-09-17"
"845","True","CREA","False","@[018210]","BHDC","False","M","15","Y","(58 - 92)","","","58.0000","92.0000","","",".0000","92.0000","2018-09-17"
"846","True","CREA","False","@[018210]","BHDC","False","F","16","Y","(52 - 76)","","","52.0000","76.0000","","",".0000","99999.0000","2018-09-17"
"847","True","CREA","False","@[018210]","BHDC","False","M","16","Y","(58 - 92)","","","58.0000","92.0000","","",".0000","99999.0000","2018-09-17"
"848","True","CREA","False","@[018210]","BHDC","False","F","18","Y","(53 - 78)","","","53.0000","78.0000","","",".0000","99999.0000","2018-09-17"
"849","True","CREA","False","@[018210]","BHDC","False","M","18","Y","(61 - 97)","","","61.0000","97.0000","","",".0000","99999.0000","2018-09-17"
"850","True","CREA","False","@[018210]","BHDC","False","M","120","Y","(63.6 - 110.5)","","","63.6000","110.5000","","",".0000","99999.0000","2018-09-17"
"851","True","CREA","False","@[018210]","BHDC","False","F","120","Y","(50.4 - 98.1)","","","50.4000","98.1000","","",".0000","99999.0000","2018-09-17"
"852","True","CREA","False","@[018210]","WCRU","False","","14","D","(37 - 93)","","","37.0000","93.0000","","",".0000","93.0000","2018-09-17"
"853","True","CREA","False","@[018210]","WCRU","False","","11","M","(28 - 47)","","","28.0000","47.0000","","",".0000","47.0000","2018-09-17"
"854","True","CREA","False","@[018210]","WCRU","False","","3","Y","(34 - 48)","","","34.0000","48.0000","","",".0000","48.0000","2018-09-17"
"855","True","CREA","False","@[018210]","WCRU","False","","6","Y","(39 - 57)","","","39.0000","57.0000","","",".0000","57.0000","2018-09-17"
"856","True","CREA","False","@[018210]","WCRU","False","","11","Y","(46 - 61)","","","46.0000","61.0000","","",".0000","61.0000","2018-09-17"
"857","True","CREA","False","@[018210]","WCRU","False","F","15","Y","(52 - 76)","","","52.0000","76.0000","","",".0000","76.0000","2018-09-17"
"858","True","CREA","False","@[018210]","WCRU","False","M","15","Y","(58 - 92)","","","58.0000","92.0000","","",".0000","92.0000","2018-09-17"
"859","True","CREA","False","@[018210]","WCRU","False","F","16","Y","(52 - 76)","","","52.0000","76.0000","","",".0000","99999.0000","2018-09-17"
"860","True","CREA","False","@[018210]","WCRU","False","M","16","Y","(58 - 92)","","","58.0000","92.0000","","",".0000","99999.0000","2018-09-17"
"861","True","CREA","False","@[018210]","WCRU","False","F","18","Y","(53 - 78)","","","53.0000","78.0000","","",".0000","99999.0000","2018-09-17"
"862","True","CREA","False","@[018210]","WCRU","False","M","18","Y","(61 - 97)","","","61.0000","97.0000","","",".0000","99999.0000","2018-09-17"
"863","True","CREA","False","@[018210]","WCRU","False","M","120","Y","(63.6 - 110.5)","","","63.6000","110.5000","","",".0000","99999.0000","2018-09-17"
"864","True","CREA","False","@[018210]","WCRU","False","F","120","Y","(50.4 - 98.1)","","","50.4000","98.1000","","",".0000","99999.0000","2018-09-17"
"865","True","CREA","False","@[018210]","TRMAU1","False","","14","D","(37 - 93)",".0000","99.0000","37.0000","93.0000","","",".0000","93.0000","2018-09-17"
"866","True","CREA","False","@[018210]","TRMAU1","False","","11","M","(28 - 47)",".0000","99.0000","28.0000","47.0000","","",".0000","47.0000","2018-09-17"
"867","True","CREA","False","@[018210]","TRMAU1","False","","3","Y","(34 - 48)",".0000","99.0000","34.0000","48.0000","","",".0000","48.0000","2018-09-17"
"868","True","CREA","False","@[018210]","TRMAU1","False","","6","Y","(39 - 57)",".0000","99.0000","39.0000","57.0000","","",".0000","57.0000","2018-09-17"
"869","True","CREA","False","@[018210]","TRMAU1","False","","11","Y","(46 - 61)",".0000","99.0000","46.0000","61.0000","","",".0000","61.0000","2018-09-17"
"870","True","CREA","False","@[018210]","TRMAU1","False","F","15","Y","(52 - 76)",".0000","99.0000","52.0000","76.0000","","",".0000","76.0000","2018-09-17"
"871","True","CREA","False","@[018210]","TRMAU1","False","M","15","Y","(58 - 92)",".0000","99.0000","58.0000","92.0000","","",".0000","92.0000","2018-09-17"
"872","True","CREA","False","@[018210]","TRMAU1","False","F","16","Y","(52 - 76)",".0000","353.0000","52.0000","76.0000","","",".0000","99999.0000","2018-09-17"
"873","True","CREA","False","@[018210]","TRMAU1","False","M","16","Y","(58 - 92)",".0000","353.0000","58.0000","92.0000","","",".0000","99999.0000","2018-09-17"
"874","True","CREA","False","@[018210]","TRMAU1","False","F","18","Y","(53 - 78)",".0000","353.0000","53.0000","78.0000","","",".0000","99999.0000","2018-09-17"
"875","True","CREA","False","@[018210]","TRMAU1","False","M","18","Y","(61 - 97)",".0000","353.0000","61.0000","97.0000","","",".0000","99999.0000","2018-09-17"
"876","True","CREA","False","@[018210]","TRMAU1","False","M","120","Y","(63.6 - 110.5)",".0000","353.0000","63.6000","110.5000","","",".0000","99999.0000","2018-09-17"
"877","True","CREA","False","@[018210]","TRMAU1","False","F","120","Y","(50.4 - 98.1)",".0000","353.0000","50.4000","98.1000","","",".0000","99999.0000","2018-09-17"
"878","True","CREA","False","@[018210]","TRMAU2","False","","14","D","(37 - 93)",".0000","99.0000","37.0000","93.0000","","",".0000","93.0000","2018-09-17"
"879","True","CREA","False","@[018210]","TRMAU2","False","","11","M","(28 - 47)",".0000","99.0000","28.0000","47.0000","","",".0000","47.0000","2018-09-17"
"880","True","CREA","False","@[018210]","TRMAU2","False","","3","Y","(34 - 48)",".0000","99.0000","34.0000","48.0000","","",".0000","48.0000","2018-09-17"
"881","True","CREA","False","@[018210]","TRMAU2","False","","6","Y","(39 - 57)",".0000","99.0000","39.0000","57.0000","","",".0000","57.0000","2018-09-17"
"882","True","CREA","False","@[018210]","TRMAU2","False","","11","Y","(46 - 61)",".0000","99.0000","46.0000","61.0000","","",".0000","61.0000","2018-09-17"
"883","True","CREA","False","@[018210]","TRMAU2","False","F","15","Y","(52 - 76)",".0000","99.0000","52.0000","76.0000","","",".0000","76.0000","2018-09-17"
"884","True","CREA","False","@[018210]","TRMAU2","False","M","15","Y","(58 - 92)",".0000","99.0000","58.0000","92.0000","","",".0000","92.0000","2018-09-17"
"885","True","CREA","False","@[018210]","TRMAU2","False","F","16","Y","(52 - 76)",".0000","353.0000","52.0000","76.0000","","",".0000","99999.0000","2018-09-17"
"886","True","CREA","False","@[018210]","TRMAU2","False","M","16","Y","(58 - 92)",".0000","353.0000","58.0000","92.0000","","",".0000","99999.0000","2018-09-17"
"887","True","CREA","False","@[018210]","TRMAU2","False","F","18","Y","(53 - 78)",".0000","353.0000","53.0000","78.0000","","",".0000","99999.0000","2018-09-17"
"888","True","CREA","False","@[018210]","TRMAU2","False","M","18","Y","(61 - 97)",".0000","353.0000","61.0000","97.0000","","",".0000","99999.0000","2018-09-17"
"889","True","CREA","False","@[018210]","TRMAU2","False","M","120","Y","(63.6 - 110.5)",".0000","353.0000","63.6000","110.5000","","",".0000","99999.0000","2018-09-17"
"890","True","CREA","False","@[018210]","TRMAU2","False","F","120","Y","(50.4 - 98.1)",".0000","353.0000","50.4000","98.1000","","",".0000","99999.0000","2018-09-17"
"891","True","CREA","False","@[018210]","TRAMU1","False","","14","D","(37 - 93)",".0000","99.0000","37.0000","93.0000","","",".0000","93.0000","2018-09-17"
"892","True","CREA","False","@[018210]","TRAMU1","False","","11","M","(28 - 47)",".0000","99.0000","28.0000","47.0000","","",".0000","47.0000","2018-09-17"
"893","True","CREA","False","@[018210]","TRAMU1","False","","3","Y","(34 - 48)",".0000","99.0000","34.0000","48.0000","","",".0000","48.0000","2018-09-17"
"894","True","CREA","False","@[018210]","TRAMU1","False","","6","Y","(39 - 57)",".0000","99.0000","39.0000","57.0000","","",".0000","57.0000","2018-09-17"
"895","True","CREA","False","@[018210]","TRAMU1","False","","11","Y","(46 - 61)",".0000","99.0000","46.0000","61.0000","","",".0000","61.0000","2018-09-17"
"896","True","CREA","False","@[018210]","TRAMU1","False","F","15","Y","(52 - 76)",".0000","99.0000","52.0000","76.0000","","",".0000","76.0000","2018-09-17"
"897","True","CREA","False","@[018210]","TRAMU1","False","M","15","Y","(58 - 92)",".0000","99.0000","58.0000","92.0000","","",".0000","92.0000","2018-09-17"
"898","True","CREA","False","@[018210]","TRAMU1","False","F","16","Y","(52 - 76)",".0000","353.0000","52.0000","76.0000","","",".0000","99999.0000","2018-09-17"
"899","True","CREA","False","@[018210]","TRAMU1","False","M","16","Y","(58 - 92)",".0000","353.0000","58.0000","92.0000","","",".0000","99999.0000","2018-09-17"
"900","True","CREA","False","@[018210]","TRAMU1","False","F","18","Y","(53 - 78)",".0000","353.0000","53.0000","78.0000","","",".0000","99999.0000","2018-09-17"
"901","True","CREA","False","@[018210]","TRAMU1","False","M","18","Y","(61 - 97)",".0000","353.0000","61.0000","97.0000","","",".0000","99999.0000","2018-09-17"
